what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor.MavenPomEditor",1348019981313
activated,editor,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor.MavenPomEditor",1348019981358
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348019988908
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348019999938
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1348020004986
started,bundle,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.ui",1348020005073
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348020005511
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348020008438
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1348020013521
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348020016758
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1348020025155
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348020025175
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1348020029138
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1348020031610
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348020032827
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348020035359
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348020037251
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348020049253
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348020063179
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348020067640
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348020071589
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348020083414
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1348020085873
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348020085892
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348020093114
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348020097354
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348020126016
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348020127983
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348020129551
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348020142077
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1348020143560
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348020143589
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348020147880
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348020153231
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1348020154964
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348020154985
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348020157460
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348020167978
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348020169650
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348020173024
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1348020175359
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348020175378
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348020179096
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1348020197501
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348020197516
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348020205915
error,log,,,"Could not save master table to file '/home/jp/dev/spring_hibernate/.metadata/.plugins/org.eclipse.core.resources/.safetable/org.eclipse.core.resources'.",1348020208293
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348020212107
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348020228356
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348020239890
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348020243585
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1348020254332
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348020254348
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348020254466
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348020254549
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1348020256772
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348020257362
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348020258483
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348020288067
error,log,,,"Could not save master table to file '/home/jp/dev/spring_hibernate/.metadata/.plugins/org.eclipse.core.resources/.safetable/org.eclipse.core.resources'.",1348020554340
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348020909120
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348020917714
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348020930864
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348020932473
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1348020940527
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348020940555
started,bundle,org.eclipse.wst.css.core,1.1.501.v201111292150,"org.eclipse.wst.css.core",1348020942781
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1348020944342
war,m2e.packaging,org.eclipse.m2e.core,1.0.200,"war",1348020945761
clean:default-clean:clean,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-clean-plugin:2.4.1",1348020945761
resources:default-resources:process-resources,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-resources-plugin:2.4.3",1348020945761
compile:default-compile:compile,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-compiler-plugin:2.3.2",1348020945761
testResources:default-testResources:process-test-resources,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-resources-plugin:2.4.3",1348020945761
testCompile:default-testCompile:test-compile,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-compiler-plugin:2.3.2",1348020945761
test:default-test:test,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-surefire-plugin:2.7.1",1348020945761
war:default-war:package,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-war-plugin:2.0",1348020945761
install:default-install:install,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-install-plugin:2.3.1",1348020945761
deploy:default-deploy:deploy,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-deploy-plugin:2.5",1348020945761
site:default-site:site,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-site-plugin:2.0.1",1348020945761
error,log,,,"Could not save master table to file '/home/jp/dev/spring_hibernate/.metadata/.plugins/org.eclipse.core.resources/.safetable/org.eclipse.core.resources'.",1348020945934
opened,editor,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor.MavenPomEditor",1348020946503
activated,editor,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor.MavenPomEditor",1348020946617
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348020946988
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348020948320
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1348020948347
activated,editor,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor.MavenPomEditor",1348020949832
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1348020985472
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PropertiesFileEditor",1348020988248
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PropertiesFileEditor",1348020988320
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1348020988364
opened,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1348020991233
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1348020991300
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1348020991323
activated,editor,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor.MavenPomEditor",1348021001014
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1348021001049
activated,editor,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor.MavenPomEditor",1348021008265
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1348021048849
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348021057642
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348021059127
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348021122270
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348021125167
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348021127297
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1348021131715
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1348021132384
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1348021149723
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1348021242261
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348021242280
error,log,,,"Could not save master table to file '/home/jp/dev/spring_hibernate/.metadata/.plugins/org.eclipse.core.resources/.safetable/org.eclipse.core.resources'.",1348021246217
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348021247465
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348021248165
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348021250880
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1348021268023
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1348021273960
activated,editor,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor.MavenPomEditor",1348021274136
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1348021274168
activated,editor,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor.MavenPomEditor",1348021275061
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348021281208
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348021292742
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1348021312757
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.closeProject",1348021317875
error,log,,,"Problems occurred closing the selected resources.",1348021317900
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348021317989
closed,editor,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor.MavenPomEditor",1348021318055
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348021320079
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.closeProject",1348021326615
error,log,,,"Problems occurred closing the selected resources.",1348021326627
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348021326708
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348021330561
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.closeProject",1348021343244
error,log,,,"Problems occurred closing the selected resources.",1348021343267
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348021343376
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348021344856
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348021366125
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348021374795
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348021377792
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348021412972
activated,editor,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor.MavenPomEditor",1348021413077
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348021416528
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348021418843
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348021438130
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348021494413
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348021499648
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348021501271
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348021524554
error,log,,,"Could not save master table to file '/home/jp/dev/spring_hibernate/.metadata/.plugins/org.eclipse.core.resources/.safetable/org.eclipse.core.resources'.",1348021592811
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348021595269
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348021605572
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348021904733
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1348021909016
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1348021911463
activated,editor,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor.MavenPomEditor",1348021915988
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1348021919514
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348021921138
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1348021925219
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348021925247
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.closeProject",1348021933925
error,log,,,"Problems occurred closing the selected resources.",1348021933973
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348021934038
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348021935877
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348021938843
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PropertiesFileEditor",1348021940539
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1348021940600
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1348021940600
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348021940629
closed,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1348021940660
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1348021944159
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348021955195
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348022014315
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1348022014433
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1348022020786
activated,editor,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor.MavenPomEditor",1348022021489
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1348022023095
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1348022023630
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348022024216
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348022025130
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348022036829
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348022101933
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1348022102146
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348022102301
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1348022102344
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348022103443
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348022106886
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348022167956
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1348022168119
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348022175651
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1348022191682
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348022191699
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348022191843
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348022191928
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1348022193431
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348022194238
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348022195523
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348022199094
error,log,,,"Could not save master table to file '/home/jp/dev/spring_hibernate/.metadata/.plugins/org.eclipse.core.resources/.safetable/org.eclipse.core.resources'.",1348022211529
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348022213270
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1348022214612
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348022220481
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1348022235745
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348022235770
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348022235852
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348022235921
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1348022237332
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348022237992
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348022240148
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348022434637
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348022453482
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1348022453635
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348022456609
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1348022469550
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348022469568
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348022469689
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348022469776
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1348022470888
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348022471352
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348022472625
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348022480029
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348022483637
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1348022483786
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1348022487395
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348022490023
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348022497293
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348022497322
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348022498387
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348022503589
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348022503854
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348022503941
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1348022503967
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348022504461
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1348022505649
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348022506285
